181913649 , https://i.imgflip.com/30b1gx.jpg , 1200 , 1200 , [9, 37, 145], [254, 254, 254], [0, 169, 205], [5, 74, 197]
87743020 , https://i.imgflip.com/1g8my4.jpg , 908 , 600 , [239, 232, 228], [143, 122, 106], [29, 24, 30], [74, 38, 192]
285870 , https://i.imgflip.com/64ku.jpg , 750 , 500 , [100, 170, 231], [183, 196, 151], [185, 150, 26], [87, 95, 70]
101470 , https://i.imgflip.com/26am.jpg , 437 , 500 , [18, 21, 45], [139, 162, 198], [34, 62, 87], [54, 110, 144]
112126428 , https://i.imgflip.com/1ur9b0.jpg , 800 , 1200 , [217, 227, 231], [74, 81, 92], [132, 149, 173], [39, 28, 239]
131087935 , https://i.imgflip.com/261o3j.jpg , 1024 , 761 , [143, 130, 114], [198, 183, 194], [120, 233, 226], [59, 61, 60]
163573 , https://i.imgflip.com/3i7p.jpg , 366 , 500 , [19, 36, 43], [51, 208, 218], [224, 229, 227], [75, 125, 132]
217743513 , https://i.imgflip.com/3lmzyx.jpg , 494 , 500 , [71, 98, 149], [18, 36, 71], [151, 180, 206], [10, 16, 22]
124822590 , https://i.imgflip.com/22bdq6.jpg , 767 , 804 , [27, 27, 20], [212, 198, 176], [74, 73, 53], [134, 125, 110]
114585149 , https://i.imgflip.com/1w7ygt.jpg , 2825 , 1269 , [21, 21, 28], [206, 204, 220], [18, 19, 161], [63, 79, 83]
1367068 , https://i.imgflip.com/tau4.jpg , 368 , 500 , [180, 148, 120], [62, 48, 35], [121, 103, 88], [226, 196, 161]
129242436 , https://i.imgflip.com/24y43o.jpg , 361 , 482 , [73, 90, 96], [216, 210, 214], [41, 47, 48], [112, 133, 151]
247375501 , https://i.imgflip.com/43a45p.png , 720 , 937 , [254, 254, 254], [131, 181, 201], [44, 84, 122], [92, 156, 187]
8279814 , https://i.imgflip.com/4xgqu.jpg , 532 , 480 , [88, 109, 127], [218, 219, 222], [155, 162, 174], [11, 11, 15]
55311130 , https://i.imgflip.com/wxica.jpg , 282 , 580 , [73, 128, 168], [12, 28, 46], [225, 243, 245], [68, 199, 238]
222403160 , https://i.imgflip.com/3oevdk.jpg , 750 , 750 , [235, 225, 222], [98, 103, 115], [163, 161, 170], [50, 54, 62]
131940431 , https://i.imgflip.com/26jxvz.jpg , 449 , 700 , [224, 227, 179], [56, 80, 125], [14, 15, 23], [102, 140, 209]
6531067 , https://i.imgflip.com/3vzej.jpg , 676 , 620 , [71, 76, 104], [196, 183, 189], [32, 36, 63], [122, 117, 137]
4087833 , https://i.imgflip.com/2fm6x.jpg , 403 , 298 , [164, 231, 221], [108, 97, 100], [51, 43, 45], [164, 159, 160]
123999232 , https://i.imgflip.com/21tqf4.jpg , 1236 , 1280 , [245, 246, 248], [115, 121, 113], [53, 61, 73], [171, 180, 160]
135256802 , https://i.imgflip.com/28j0te.jpg , 645 , 900 , [78, 81, 85], [121, 131, 149], [36, 37, 44], [29, 45, 144]
61585 , https://i.imgflip.com/1bip.jpg , 562 , 475 , [75, 32, 89], [184, 148, 161], [53, 17, 42], [119, 90, 132]
80707627 , https://i.imgflip.com/1c1uej.jpg , 709 , 720 , [133, 157, 132], [45, 38, 51], [213, 212, 201], [68, 98, 115]
161865971 , https://i.imgflip.com/2odckz.jpg , 499 , 618 , [254, 254, 254], [19, 18, 18], [177, 145, 132], [84, 78, 77]
438680 , https://i.imgflip.com/9ehk.jpg , 387 , 400 , [50, 68, 204], [112, 168, 212], [31, 35, 46], [82, 98, 100]
89655 , https://i.imgflip.com/1x6f.jpg , 833 , 620 , [76, 70, 105], [245, 250, 253], [19, 7, 12], [141, 171, 214]
89370399 , https://i.imgflip.com/1h7in3.jpg , 395 , 702 , [22, 21, 26], [118, 105, 107], [76, 69, 69], [161, 150, 151]
93895088 , https://i.imgflip.com/1jwhww.jpg , 1202 , 857 , [252, 251, 252], [136, 53, 27], [42, 14, 11], [182, 145, 126]
97984 , https://i.imgflip.com/23ls.jpg , 375 , 500 , [35, 34, 40], [123, 130, 152], [204, 201, 191], [81, 79, 84]
29562797 , https://i.imgflip.com/hlmst.jpg , 350 , 478 , [77, 85, 90], [181, 201, 214], [213, 240, 250], [133, 145, 160]
3218037 , https://i.imgflip.com/1wz1x.jpg , 418 , 300 , [135, 195, 212], [34, 49, 74], [92, 125, 134], [234, 246, 244]
188390779 , https://i.imgflip.com/345v97.jpg , 438 , 680 , [253, 253, 253], [23, 25, 30], [134, 147, 172], [65, 83, 114]
178591752 , https://i.imgflip.com/2ybua0.png , 582 , 800 , [254, 254, 254], [39, 102, 143], [94, 87, 81], [10, 10, 11]
99683372 , https://i.imgflip.com/1nck6k.jpg , 631 , 640 , [36, 40, 51], [251, 252, 252], [158, 169, 182], [90, 100, 136]
101716 , https://i.imgflip.com/26hg.jpg , 323 , 500 , [33, 50, 87], [125, 124, 138], [4, 6, 9], [101, 98, 107]
252600902 , https://i.imgflip.com/46e43q.png , 540 , 960 , [192, 191, 192], [11, 5, 6], [139, 122, 112], [59, 56, 45]
1035805 , https://i.imgflip.com/m78d.jpg , 649 , 500 , [183, 192, 209], [42, 42, 48], [98, 100, 132], [228, 226, 238]
101511 , https://i.imgflip.com/26br.jpg , 333 , 500 , [28, 194, 201], [78, 71, 30], [210, 213, 207], [22, 34, 21]
135678846 , https://i.imgflip.com/28s2gu.jpg , 1440 , 1280 , [37, 43, 58], [105, 110, 131], [53, 67, 109], [18, 19, 29]
134797956 , https://i.imgflip.com/2896ro.jpg , 1800 , 640 , [17, 15, 17], [137, 142, 154], [190, 190, 194], [74, 78, 93]
91538330 , https://i.imgflip.com/1ihzfe.jpg , 1440 , 2118 , [94, 100, 119], [111, 158, 218], [43, 72, 136], [33, 34, 60]
155067746 , https://i.imgflip.com/2kbn1e.jpg , 1893 , 1893 , [42, 187, 237], [254, 254, 254], [32, 88, 153], [46, 103, 64]
61580 , https://i.imgflip.com/1bik.jpg , 316 , 420 , [166, 74, 58], [30, 33, 33], [197, 217, 224], [81, 117, 153]
102156234 , https://i.imgflip.com/1otk96.jpg , 353 , 502 , [226, 139, 61], [39, 94, 54], [93, 224, 218], [230, 183, 150]
21735 , https://i.imgflip.com/grr.jpg , 700 , 568 , [81, 91, 101], [167, 178, 183], [26, 33, 42], [251, 251, 251]
79132341 , https://i.imgflip.com/1b42wl.jpg , 680 , 500 , [206, 206, 207], [144, 210, 184], [253, 253, 253], [97, 100, 104]
21604248 , https://i.imgflip.com/cv1y0.jpg , 497 , 620 , [41, 43, 70], [13, 12, 21], [98, 101, 121], [181, 174, 181]
28251713 , https://i.imgflip.com/gtj5t.jpg , 465 , 620 , [58, 38, 44], [65, 91, 133], [5, 21, 209], [126, 152, 190]
148909805 , https://i.imgflip.com/2gnnjh.jpg , 768 , 923 , [252, 252, 252], [15, 28, 88], [142, 130, 106], [51, 100, 183]
176908 , https://i.imgflip.com/3si4.jpg , 281 , 500 , [190, 198, 191], [29, 27, 115], [104, 121, 105], [18, 103, 200]
216951317 , https://i.imgflip.com/3l60ph.jpg , 702 , 700 , [94, 124, 157], [48, 41, 43], [58, 76, 131], [181, 191, 197]
124055727 , https://i.imgflip.com/21uy0f.jpg , 471 , 600 , [55, 85, 106], [30, 29, 29], [175, 161, 137], [94, 75, 59]
24557067 , https://i.imgflip.com/emccr.jpg , 608 , 620 , [17, 24, 52], [151, 167, 190], [51, 67, 102], [101, 112, 149]
259237855 , https://i.imgflip.com/4acd7j.png , 470 , 470 , [56, 129, 190], [24, 26, 43], [32, 56, 102], [37, 93, 154]
175540452 , https://i.imgflip.com/2wifvo.jpg , 550 , 680 , [127, 142, 145], [250, 250, 250], [18, 21, 25], [78, 209, 242]
61539 , https://i.imgflip.com/1bhf.jpg , 367 , 552 , [16, 25, 55], [205, 226, 240], [45, 68, 123], [124, 160, 208]
100777631 , https://i.imgflip.com/1o00in.jpg , 1425 , 1587 , [102, 109, 133], [129, 151, 181], [73, 70, 73], [178, 175, 178]
405658 , https://i.imgflip.com/8p0a.jpg , 617 , 500 , [68, 101, 129], [198, 209, 218], [140, 160, 183], [29, 40, 62]
84341851 , https://i.imgflip.com/1e7ql7.jpg , 325 , 700 , [11, 20, 5], [72, 61, 48], [21, 87, 34], [78, 132, 80]
110163934 , https://i.imgflip.com/1tl71a.jpg , 930 , 1654 , [101, 120, 147], [212, 219, 228], [164, 174, 192], [48, 67, 90]
101910402 , https://i.imgflip.com/1ooaki.jpg , 500 , 802 , [253, 253, 253], [22, 19, 21], [111, 110, 112], [187, 185, 186]
6235864 , https://i.imgflip.com/3pnmg.jpg , 600 , 423 , [18, 20, 18], [115, 138, 142], [59, 81, 70], [194, 217, 211]
119139145 , https://i.imgflip.com/1yxkcp.jpg , 446 , 600 , [12, 12, 14], [200, 95, 53], [74, 85, 117], [142, 147, 165]
27813981 , https://i.imgflip.com/gk5el.jpg , 601 , 480 , [186, 185, 191], [141, 138, 150], [68, 65, 71], [240, 241, 243]
132769734 , https://i.imgflip.com/271ps6.jpg , 979 , 680 , [177, 199, 243], [233, 239, 238], [142, 156, 192], [212, 219, 211]
16464531 , https://i.imgflip.com/9sw43.jpg , 600 , 600 , [27, 77, 63], [117, 139, 152], [168, 187, 195], [55, 102, 114]
61556 , https://i.imgflip.com/1bhw.jpg , 480 , 640 , [14, 17, 22], [88, 92, 88], [171, 181, 179], [7, 63, 88]
180190441 , https://i.imgflip.com/2za3u1.jpg , 1524 , 1363 , [102, 114, 154], [253, 252, 253], [35, 46, 66], [153, 176, 210]
61520 , https://i.imgflip.com/1bgw.jpg , 414 , 552 , [121, 93, 65], [154, 185, 247], [34, 95, 211], [47, 44, 52]
195515965 , https://i.imgflip.com/38el31.jpg , 798 , 750 , [252, 251, 253], [99, 98, 210], [165, 174, 217], [77, 65, 103]
101288 , https://i.imgflip.com/265k.jpg , 426 , 426 , [40, 46, 55], [121, 144, 178], [211, 224, 227], [76, 94, 120]
226297822 , https://i.imgflip.com/3qqcim.png , 881 , 640 , [96, 107, 123], [243, 243, 243], [141, 155, 178], [44, 45, 48]
28034788 , https://i.imgflip.com/govs4.jpg , 734 , 423 , [50, 50, 67], [245, 245, 245], [22, 16, 18], [87, 87, 110]
61579 , https://i.imgflip.com/1bij.jpg , 335 , 568 , [18, 45, 89], [81, 164, 244], [34, 88, 164], [5, 13, 35]
196652226 , https://i.imgflip.com/392xtu.jpg , 960 , 822 , [44, 62, 97], [251, 252, 251], [147, 186, 183], [184, 124, 46]
142921050 , https://i.imgflip.com/2d3al6.jpg , 450 , 800 , [253, 253, 253], [55, 56, 57], [153, 152, 146], [205, 209, 212]
7183956 , https://i.imgflip.com/49z6c.jpg , 1004 , 620 , [251, 252, 252], [39, 55, 133], [113, 133, 169], [18, 15, 22]
5496396 , https://i.imgflip.com/39t1o.jpg , 400 , 600 , [66, 57, 46], [24, 17, 13], [136, 150, 173], [81, 90, 123]
91545132 , https://i.imgflip.com/1ii4oc.jpg , 1529 , 1866 , [16, 12, 11], [212, 204, 186], [93, 104, 113], [51, 46, 46]
61533 , https://i.imgflip.com/1bh9.jpg , 355 , 500 , [250, 253, 253], [28, 43, 60], [22, 250, 249], [124, 6, 246]
8072285 , https://i.imgflip.com/4t0m5.jpg , 620 , 620 , [168, 212, 224], [121, 180, 205], [41, 57, 69], [76, 148, 185]
101287 , https://i.imgflip.com/265j.jpg , 500 , 500 , [53, 69, 90], [81, 121, 154], [112, 153, 190], [23, 36, 54]
61544 , https://i.imgflip.com/1bhk.jpg , 500 , 500 , [99, 118, 152], [147, 92, 68], [238, 176, 176], [86, 39, 35]
183518946 , https://i.imgflip.com/319g4i.png , 1000 , 1000 , [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]
14371066 , https://i.imgflip.com/8k0sa.jpg , 714 , 620 , [27, 37, 33], [198, 226, 223], [136, 152, 140], [65, 86, 78]
4173692 , https://i.imgflip.com/2hgfw.jpg , 464 , 620 , [94, 152, 170], [12, 32, 47], [141, 194, 206], [44, 98, 121]
61532 , https://i.imgflip.com/1bh8.jpg , 690 , 550 , [11, 15, 27], [182, 199, 222], [58, 73, 97], [109, 138, 184]
29617627 , https://i.imgflip.com/hmt3v.jpg , 300 , 300 , [120, 132, 149], [180, 196, 209], [75, 84, 91], [212, 240, 250]
54401824 , https://i.imgflip.com/we0ps.jpg , 675 , 1012 , [80, 102, 101], [177, 205, 203], [35, 52, 36], [123, 139, 161]
61546 , https://i.imgflip.com/1bhm.jpg , 477 , 622 , [253, 253, 254], [32, 37, 39], [85, 98, 107], [163, 178, 193]
1202623 , https://i.imgflip.com/pry7.jpg , 704 , 500 , [48, 37, 212], [231, 229, 235], [117, 110, 213], [178, 175, 227]
922147 , https://i.imgflip.com/jrj7.jpg , 333 , 500 , [149, 165, 182], [21, 18, 21], [49, 52, 65], [87, 111, 145]
460541 , https://i.imgflip.com/9vct.jpg , 375 , 500 , [32, 50, 65], [239, 241, 240], [111, 132, 148], [204, 212, 213]
61527 , https://i.imgflip.com/1bh3.jpg , 500 , 500 , [251, 251, 251], [97, 71, 44], [167, 167, 167], [26, 22, 18]
563423 , https://i.imgflip.com/c2qn.jpg , 440 , 526 , [140, 120, 84], [83, 82, 67], [34, 39, 45], [212, 225, 206]
109765 , https://i.imgflip.com/2cp1.jpg , 550 , 491 , [3, 4, 4], [30, 37, 42], [136, 137, 138], [50, 67, 91]
71428573 , https://i.imgflip.com/16iyn1.jpg , 900 , 698 , [209, 200, 203], [43, 35, 38], [115, 111, 105], [140, 168, 227]
40945639 , https://i.imgflip.com/odluv.jpg , 405 , 500 , [229, 168, 162], [33, 30, 82], [142, 117, 131], [98, 79, 91]
1232104 , https://i.imgflip.com/qep4.jpg , 500 , 500 , [84, 93, 91], [221, 231, 231], [144, 170, 179], [239, 212, 139]
444501 , https://i.imgflip.com/9iz9.jpg , 378 , 381 , [108, 114, 148], [32, 29, 36], [149, 174, 211], [67, 71, 102]
